STEP 0; EVENT position; UNIT rover-1; POSITION [12,13]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 32;EVENT: Position; UNIT: rover -1;POSITION: [11,14]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 32;EVENT: Position; UNIT: rover -1;POSITION: [11,14]
STEP: 33;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 32;EVENT: Position; UNIT: rover -1;POSITION: [11,14]
STEP: 33;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 34;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 32;EVENT: Position; UNIT: rover -1;POSITION: [11,14]
STEP: 33;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 34;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 35;EVENT: Position; UNIT: rover -1;POSITION: [13,17]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
